From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (biological process)	Gene Ontology (GO)	Gene Ontology IDs	Gene Ontology (molecular function)	Gene Ontology (cellular component)	Keyword ID	Keywords	Gene Names (ORF)	Gene Names (primary)	Organism (ID)	Proteomes	Virus hosts	Taxonomic lineage	Taxonomic lineage (Ids)	3D	Helix	Turn	Beta strand	Motif	Zinc finger	Protein families
NP_040129.1	Q6QCQ0	unreviewed	Q6QCQ0_HHV3	DNA primase (EC 2.7.7.-)	ORF6 HHV3_E_SVETAgp07 HHV3_gp07 HHV3gp07	Human herpesvirus 3 (HHV-3) (Varicella-zoster virus)	1083	bidirectional double-stranded viral DNA replication [GO:0039686]	host cell nucleus [GO:0042025]; DNA primase activity [GO:0003896]; helicase activity [GO:0004386]; metal ion binding [GO:0046872]; bidirectional double-stranded viral DNA replication [GO:0039686]	GO:0003896; GO:0004386; GO:0039686; GO:0042025; GO:0046872	DNA primase activity [GO:0003896]; helicase activity [GO:0004386]; metal ion binding [GO:0046872]	host cell nucleus [GO:0042025]	KW-0067; KW-0235; KW-0347; KW-1048; KW-0378; KW-0479; KW-0547; KW-0808; KW-0862; KW-0863	ATP-binding;DNA replication;Helicase;Host nucleus;Hydrolase;Metal-binding;Nucleotide-binding;Transferase;Zinc;Zinc-finger	HHV3_E_SVETAgp07 HHV3_gp07 HHV3gp07	ORF6	10335	UP000095950: Genome; UP000099478: Genome; UP000099741: Genome; UP000101337: Genome; UP000101424: Genome; UP000102159: Genome; UP000110955: Genome; UP000111269: Genome; UP000114541: Genome; UP000116718: Genome; UP000116910: Genome; UP000118125: Genome; UP000118182: Genome; UP000119103: Genome; UP000119588: Genome; UP000119961: Genome; UP000124104: Genome; UP000132092: Genome; UP000132595: Genome; UP000141430: Genome; UP000147087: Genome; UP000162445: Genome; UP000172922: Genome; UP000175290: Genome; UP000181070: Genome; UP000181213: Genome	Homo sapiens (Human) [TaxID: 9606]	Varicellovirus (genus), Alphaherpesvirinae (subfamily), Herpesviridae (family), Herpesvirales (order), Herviviricetes (class), Peploviricota (phylum), Heunggongvirae (kingdom), Duplodnaviria (no rank), Viruses (superkingdom)	10319 (genus), 10293 (subfamily), 10292 (family), 548681 (order), 2731363 (class), 2731361 (phylum), 2731360 (kingdom), 2731341 (no rank), 10239 (superkingdom)							Herpesviridae DNA primase family
NP_040130.1	Q6QCP9	unreviewed	Q6QCP9_HHV3	ORF 7 (ORF7) (Tegument protein) (Tegument protein UL51) (Virion phosphoprotein)	ORF7 ORF 7 HHV3_E_SVETAgp08 HHV3_gp08 HHV3gp08 HHV3M2gp08	Human herpesvirus 3 (HHV-3) (Varicella-zoster virus)	259		cytoplasm [GO:0005737]; host cell Golgi apparatus [GO:0044177]; viral tegument [GO:0019033]	GO:0005737; GO:0019033; GO:0044177		cytoplasm [GO:0005737]; host cell Golgi apparatus [GO:0044177]; viral tegument [GO:0019033]	KW-0449; KW-0564	Lipoprotein;Palmitate	HHV3_E_SVETAgp08 HHV3_gp08 HHV3gp08 HHV3M2gp08	ORF7	10335	UP000095950: Genome; UP000099478: Genome; UP000099741: Genome; UP000100257: Genome; UP000101337: Genome; UP000103704: Genome; UP000109814: Genome; UP000110955: Genome; UP000111269: Genome; UP000114541: Genome; UP000116718: Genome; UP000116910: Genome; UP000118042: Genome; UP000118182: Genome; UP000119961: Genome; UP000121535: Genome; UP000121874: Genome; UP000124104: Genome; UP000125218: Genome; UP000132092: Genome; UP000132595: Genome; UP000138227: Genome; UP000138315: Genome; UP000138339: Genome; UP000140732: Genome; UP000141430: Genome; UP000141990: Genome; UP000145398: Genome; UP000147087: Genome; UP000148368: Genome; UP000148581: Genome; UP000154414: Genome; UP000157471: Genome; UP000159019: Genome; UP000175290: Genome; UP000181070: Genome; UP000181213: Genome	Homo sapiens (Human) [TaxID: 9606]	Varicellovirus (genus), Alphaherpesvirinae (subfamily), Herpesviridae (family), Herpesvirales (order), Herviviricetes (class), Peploviricota (phylum), Heunggongvirae (kingdom), Duplodnaviria (no rank), Viruses (superkingdom)	10319 (genus), 10293 (subfamily), 10292 (family), 548681 (order), 2731363 (class), 2731361 (phylum), 2731360 (kingdom), 2731341 (no rank), 10239 (superkingdom)							Herpesviridae UL51 family
NP_040130.1	Q4JQW8	reviewed	TEG7_VZVO	Tegument protein UL51 homolog (Protein ORF7)	ORF7	Varicella-zoster virus (strain Oka vaccine) (HHV-3) (Human herpesvirus 3)	259		host cell Golgi apparatus [GO:0044177]; viral tegument [GO:0019033]	GO:0019033; GO:0044177		host cell Golgi apparatus [GO:0044177]; viral tegument [GO:0019033]	KW-1035; KW-1040; KW-0449; KW-0564; KW-0597; KW-0946; KW-0920	Host cytoplasm;Host Golgi apparatus;Lipoprotein;Palmitate;Phosphoprotein;Virion;Virion tegument	ORF7		341980	UP000002603: Genome; UP000008504: Genome; UP000008505: Genome; UP000008506: Genome	Homo sapiens (Human) [TaxID: 9606]	Human herpesvirus 3 (species), Varicellovirus (genus), Alphaherpesvirinae (subfamily), Herpesviridae (family), Herpesvirales (order), Herviviricetes (class), Peploviricota (phylum), Heunggongvirae (kingdom), Duplodnaviria (no rank), Viruses (superkingdom)	10335 (species), 10319 (genus), 10293 (subfamily), 10292 (family), 548681 (order), 2731363 (class), 2731361 (phylum), 2731360 (kingdom), 2731341 (no rank), 10239 (superkingdom)							Herpesviridae UL51 family
NP_040131.1	Q6QCP8	unreviewed	Q6QCP8_HHV3	Deoxyuridine 5'-triphosphate nucleotidohydrolase (dUTPase) (EC 3.6.1.23) (dUTP pyrophosphatase)	ORF8 DUT ORF 8 HHV3_E_SVETAgp09 HHV3_gp09 HHV3gp09	Human herpesvirus 3 (HHV-3) (Varicella-zoster virus)	396	dUTP metabolic process [GO:0046080]	dUTP diphosphatase activity [GO:0004170]; metal ion binding [GO:0046872]; dUTP metabolic process [GO:0046080]	GO:0004170; GO:0046080; GO:0046872	dUTP diphosphatase activity [GO:0004170]; metal ion binding [GO:0046872]		KW-0378; KW-0460; KW-0479; KW-0546	Hydrolase;Magnesium;Metal-binding;Nucleotide metabolism	HHV3_E_SVETAgp09 HHV3_gp09 HHV3gp09	ORF8	10335	UP000095950: Genome; UP000099478: Genome; UP000099741: Genome; UP000101337: Genome; UP000101424: Genome; UP000102159: Genome; UP000103704: Genome; UP000109814: Genome; UP000110955: Genome; UP000111269: Genome; UP000114541: Genome; UP000116718: Genome; UP000118112: Genome; UP000118125: Genome; UP000118182: Genome; UP000119103: Genome; UP000119588: Genome; UP000119961: Genome; UP000124104: Genome; UP000132092: Genome; UP000132595: Genome; UP000140732: Genome; UP000141430: Genome; UP000145398: Genome; UP000147087: Genome; UP000148103: Genome; UP000148581: Genome; UP000159019: Genome; UP000162445: Genome; UP000172922: Genome; UP000181070: Genome; UP000181213: Genome	Homo sapiens (Human) [TaxID: 9606]	Varicellovirus (genus), Alphaherpesvirinae (subfamily), Herpesviridae (family), Herpesvirales (order), Herviviricetes (class), Peploviricota (phylum), Heunggongvirae (kingdom), Duplodnaviria (no rank), Viruses (superkingdom)	10319 (genus), 10293 (subfamily), 10292 (family), 548681 (order), 2731363 (class), 2731361 (phylum), 2731360 (kingdom), 2731341 (no rank), 10239 (superkingdom)							DUTPase family
NP_040132.1	Q6QCP6	unreviewed	Q6QCP6_HHV3	Tegument protein VP22	ORF9 ORF9A HHV3_E_SVETAgp11 HHV3gp11	Human herpesvirus 3 (HHV-3) (Varicella-zoster virus)	302		cytoplasm [GO:0005737]; host cell Golgi apparatus [GO:0044177]; viral tegument [GO:0019033]	GO:0005737; GO:0019033; GO:0044177		cytoplasm [GO:0005737]; host cell Golgi apparatus [GO:0044177]; viral tegument [GO:0019033]			HHV3_E_SVETAgp11 HHV3gp11	ORF9	10335	UP000095950: Genome; UP000099478: Genome; UP000099741: Genome; UP000101337: Genome; UP000101424: Genome; UP000102159: Genome; UP000110837: Genome; UP000110955: Genome; UP000114541: Genome; UP000116718: Genome; UP000118112: Genome; UP000118125: Genome; UP000118182: Genome; UP000119103: Genome; UP000119588: Genome; UP000119961: Genome; UP000124104: Genome; UP000132092: Genome; UP000132595: Genome; UP000141430: Genome; UP000147087: Genome; UP000148103: Genome; UP000148581: Genome; UP000162445: Genome; UP000172922: Genome; UP000181070: Genome; UP000181213: Genome	Homo sapiens (Human) [TaxID: 9606]	Varicellovirus (genus), Alphaherpesvirinae (subfamily), Herpesviridae (family), Herpesvirales (order), Herviviricetes (class), Peploviricota (phylum), Heunggongvirae (kingdom), Duplodnaviria (no rank), Viruses (superkingdom)	10319 (genus), 10293 (subfamily), 10292 (family), 548681 (order), 2731363 (class), 2731361 (phylum), 2731360 (kingdom), 2731341 (no rank), 10239 (superkingdom)							Alphaherpesvirinae VP22 tegument protein family
NP_040133.1	Q6QCP5	unreviewed	Q6QCP5_HHV3	Tegument protein VP16 homolog (Alpha trans-inducing protein) (Alpha-TIF)	ORF10 HHV3_E_SVETAgp12 HHV3gp12	Human herpesvirus 3 (HHV-3) (Varicella-zoster virus)	410	regulation of transcription, DNA-templated [GO:0006355]	host cell nucleus [GO:0042025]; viral tegument [GO:0019033]; DNA binding [GO:0003677]; regulation of transcription, DNA-templated [GO:0006355]	GO:0003677; GO:0006355; GO:0019033; GO:0042025	DNA binding [GO:0003677]	host cell nucleus [GO:0042025]; viral tegument [GO:0019033]	KW-0597; KW-0804; KW-0805; KW-0946; KW-0920	Phosphoprotein;Transcription;Transcription regulation;Virion;Virion tegument	HHV3_E_SVETAgp12 HHV3gp12	ORF10	10335	UP000095950: Genome; UP000099478: Genome; UP000099741: Genome; UP000101337: Genome; UP000110955: Genome; UP000111269: Genome; UP000114541: Genome; UP000116718: Genome; UP000118182: Genome; UP000119961: Genome; UP000124104: Genome; UP000132092: Genome; UP000132595: Genome; UP000141430: Genome; UP000147087: Genome; UP000148581: Genome; UP000162445: Genome; UP000181070: Genome; UP000181213: Genome	Homo sapiens (Human) [TaxID: 9606]	Varicellovirus (genus), Alphaherpesvirinae (subfamily), Herpesviridae (family), Herpesvirales (order), Herviviricetes (class), Peploviricota (phylum), Heunggongvirae (kingdom), Duplodnaviria (no rank), Viruses (superkingdom)	10319 (genus), 10293 (subfamily), 10292 (family), 548681 (order), 2731363 (class), 2731361 (phylum), 2731360 (kingdom), 2731341 (no rank), 10239 (superkingdom)							Herpesviridae tegument protein VP16 protein family
NP_040134.1	G1K7V1	unreviewed	G1K7V1_HHV3	Tegument protein and transactivator	HHV3gp13	Human herpesvirus 3 (HHV-3) (Varicella-zoster virus)	819	regulation of transcription, DNA-templated [GO:0006355]	cytoplasm [GO:0005737]; host cell cytoplasm [GO:0030430]; host cell nucleus [GO:0042025]; viral tegument [GO:0019033]; regulation of transcription, DNA-templated [GO:0006355]	GO:0005737; GO:0006355; GO:0019033; GO:0030430; GO:0042025		cytoplasm [GO:0005737]; host cell cytoplasm [GO:0030430]; host cell nucleus [GO:0042025]; viral tegument [GO:0019033]	KW-0426; KW-0946; KW-0920	Late protein;Virion;Virion tegument	HHV3gp13		10335	UP000111269: Genome	Homo sapiens (Human) [TaxID: 9606]	Varicellovirus (genus), Alphaherpesvirinae (subfamily), Herpesviridae (family), Herpesvirales (order), Herviviricetes (class), Peploviricota (phylum), Heunggongvirae (kingdom), Duplodnaviria (no rank), Viruses (superkingdom)	10319 (genus), 10293 (subfamily), 10292 (family), 548681 (order), 2731363 (class), 2731361 (phylum), 2731360 (kingdom), 2731341 (no rank), 10239 (superkingdom)							Alphaherpesvirinae HHV-1 UL47 family
NP_040135.1	Q6QCP3	unreviewed	Q6QCP3_HHV3	Tegument protein UL46 homolog (Tegument protein VP11/12 homolog)	ORF12 ORF 12 HHV3_E_SVETAgp14 HHV3_gp14 HHV3gp14 HHV3M2gp14	Human herpesvirus 3 (HHV-3) (Varicella-zoster virus)	661	regulation of transcription, DNA-templated [GO:0006355]	integral component of membrane [GO:0016021]; regulation of transcription, DNA-templated [GO:0006355]	GO:0006355; GO:0016021		integral component of membrane [GO:0016021]	KW-0472; KW-0804; KW-0805; KW-0812; KW-1133	Membrane;Transcription;Transcription regulation;Transmembrane;Transmembrane helix	HHV3_E_SVETAgp14 HHV3_gp14 HHV3gp14 HHV3M2gp14	ORF12	10335	UP000095950: Genome; UP000099478: Genome; UP000099741: Genome; UP000100257: Genome; UP000101337: Genome; UP000110955: Genome; UP000111269: Genome; UP000116718: Genome; UP000116910: Genome; UP000118042: Genome; UP000118182: Genome; UP000119961: Genome; UP000121535: Genome; UP000121874: Genome; UP000124104: Genome; UP000125218: Genome; UP000132092: Genome; UP000132595: Genome; UP000138227: Genome; UP000138315: Genome; UP000138339: Genome; UP000141430: Genome; UP000141990: Genome; UP000147087: Genome; UP000148368: Genome; UP000148581: Genome; UP000154414: Genome; UP000163083: Genome; UP000175290: Genome; UP000181070: Genome; UP000181213: Genome	Homo sapiens (Human) [TaxID: 9606]	Varicellovirus (genus), Alphaherpesvirinae (subfamily), Herpesviridae (family), Herpesvirales (order), Herviviricetes (class), Peploviricota (phylum), Heunggongvirae (kingdom), Duplodnaviria (no rank), Viruses (superkingdom)	10319 (genus), 10293 (subfamily), 10292 (family), 548681 (order), 2731363 (class), 2731361 (phylum), 2731360 (kingdom), 2731341 (no rank), 10239 (superkingdom)							Herpesviridae HHV-1 VP11/12 protein family
NP_040135.1	Q4JQW3	reviewed	TEG1_VZVO	Tegument protein UL46 homolog (Tegument protein VP11/12 homolog)	ORF12	Varicella-zoster virus (strain Oka vaccine) (HHV-3) (Human herpesvirus 3)	661	modulation by virus of host apoptotic process [GO:0039526]; regulation of transcription, DNA-templated [GO:0006355]	host cell cytoplasm [GO:0030430]; host cell membrane [GO:0033644]; integral component of membrane [GO:0016021]; viral tegument [GO:0019033]; modulation by virus of host apoptotic process [GO:0039526]; regulation of transcription, DNA-templated [GO:0006355]	GO:0006355; GO:0016021; GO:0019033; GO:0030430; GO:0033644; GO:0039526		host cell cytoplasm [GO:0030430]; host cell membrane [GO:0033644]; integral component of membrane [GO:0016021]; viral tegument [GO:0019033]	KW-1035; KW-1043; KW-0945; KW-0472; KW-1119; KW-0804; KW-0805; KW-0812; KW-1133; KW-0946; KW-0920	Host cytoplasm;Host membrane;Host-virus interaction;Membrane;Modulation of host cell apoptosis by virus;Transcription;Transcription regulation;Transmembrane;Transmembrane helix;Virion;Virion tegument	ORF12		341980	UP000002603: Genome; UP000008504: Genome; UP000008505: Genome; UP000008506: Genome	Homo sapiens (Human) [TaxID: 9606]	Human herpesvirus 3 (species), Varicellovirus (genus), Alphaherpesvirinae (subfamily), Herpesviridae (family), Herpesvirales (order), Herviviricetes (class), Peploviricota (phylum), Heunggongvirae (kingdom), Duplodnaviria (no rank), Viruses (superkingdom)	10335 (species), 10319 (genus), 10293 (subfamily), 10292 (family), 548681 (order), 2731363 (class), 2731361 (phylum), 2731360 (kingdom), 2731341 (no rank), 10239 (superkingdom)							Herpesviridae HHV-1 VP11/12 protein family
NP_040136.1	Q6QCP2	unreviewed	Q6QCP2_HHV3	Thymidylate synthase (EC 2.1.1.45)	ORF 13 ORF13 HHV3_E_SVETAgp15 HHV3_gp15 HHV3gp15 HHV3M2gp15	Human herpesvirus 3 (HHV-3) (Varicella-zoster virus)	301	dTMP biosynthetic process [GO:0006231]; methylation [GO:0032259]	thymidylate synthase activity [GO:0004799]; dTMP biosynthetic process [GO:0006231]; methylation [GO:0032259]	GO:0004799; GO:0006231; GO:0032259	thymidylate synthase activity [GO:0004799]		KW-0489; KW-0545; KW-0808	Methyltransferase;Nucleotide biosynthesis;Transferase	HHV3_E_SVETAgp15 HHV3_gp15 HHV3gp15 HHV3M2gp15	ORF 13	10335	UP000095950: Genome; UP000099478: Genome; UP000099741: Genome; UP000100257: Genome; UP000101337: Genome; UP000101424: Genome; UP000102159: Genome; UP000103704: Genome; UP000109814: Genome; UP000110837: Genome; UP000110955: Genome; UP000111269: Genome; UP000114541: Genome; UP000116718: Genome; UP000116910: Genome; UP000118042: Genome; UP000118112: Genome; UP000118125: Genome; UP000118182: Genome; UP000119103: Genome; UP000119588: Genome; UP000119961: Genome; UP000121535: Genome; UP000121874: Genome; UP000124104: Genome; UP000125218: Genome; UP000132092: Genome; UP000132595: Genome; UP000138227: Genome; UP000138315: Genome; UP000138339: Genome; UP000140732: Genome; UP000141430: Genome; UP000141990: Genome; UP000145398: Genome; UP000147087: Genome; UP000148103: Genome; UP000148368: Genome; UP000148581: Genome; UP000154414: Genome; UP000157471: Genome; UP000159019: Genome; UP000162445: Genome; UP000163083: Genome; UP000172922: Genome; UP000175290: Genome; UP000181070: Genome; UP000181213: Genome	Homo sapiens (Human) [TaxID: 9606]	Varicellovirus (genus), Alphaherpesvirinae (subfamily), Herpesviridae (family), Herpesvirales (order), Herviviricetes (class), Peploviricota (phylum), Heunggongvirae (kingdom), Duplodnaviria (no rank), Viruses (superkingdom)	10319 (genus), 10293 (subfamily), 10292 (family), 548681 (order), 2731363 (class), 2731361 (phylum), 2731360 (kingdom), 2731341 (no rank), 10239 (superkingdom)							Thymidylate synthase family
NP_040136.1	Q4JQW2	reviewed	TYSY_VZVO	Thymidylate synthase (TS) (TSase) (EC 2.1.1.45)	ORF13	Varicella-zoster virus (strain Oka vaccine) (HHV-3) (Human herpesvirus 3)	301	dTMP biosynthetic process [GO:0006231]; dTTP biosynthetic process [GO:0006235]; methylation [GO:0032259]	thymidylate synthase activity [GO:0004799]; dTMP biosynthetic process [GO:0006231]; dTTP biosynthetic process [GO:0006235]; methylation [GO:0032259]	GO:0004799; GO:0006231; GO:0006235; GO:0032259	thymidylate synthase activity [GO:0004799]		KW-0002; KW-0489; KW-0545; KW-0808	3D-structure;Methyltransferase;Nucleotide biosynthesis;Transferase	ORF13		341980	UP000002603: Genome; UP000008504: Genome; UP000008505: Genome; UP000008506: Genome	Homo sapiens (Human) [TaxID: 9606]	Human herpesvirus 3 (species), Varicellovirus (genus), Alphaherpesvirinae (subfamily), Herpesviridae (family), Herpesvirales (order), Herviviricetes (class), Peploviricota (phylum), Heunggongvirae (kingdom), Duplodnaviria (no rank), Viruses (superkingdom)	10335 (species), 10319 (genus), 10293 (subfamily), 10292 (family), 548681 (order), 2731363 (class), 2731361 (phylum), 2731360 (kingdom), 2731341 (no rank), 10239 (superkingdom)	X-ray crystallography (3)	HELIX 19..28; /evidence="ECO:0007829|PDB:4XSD"; HELIX 69..81; /evidence="ECO:0007829|PDB:4XSD"; HELIX 87..90; /evidence="ECO:0007829|PDB:4XSD"; HELIX 103..106; /evidence="ECO:0007829|PDB:4XSD"; HELIX 123..128; /evidence="ECO:0007829|PDB:4XSD"; HELIX 148..158; /evidence="ECO:0007829|PDB:4XSD"; HELIX 175..177; /evidence="ECO:0007829|PDB:4XSD"; HELIX 210..228; /evidence="ECO:0007829|PDB:4XSD"; HELIX 249..256; /evidence="ECO:0007829|PDB:4XSD"; HELIX 276..278; /evidence="ECO:0007829|PDB:4XSD"; HELIX 281..283; /evidence="ECO:0007829|PDB:4XSD"	TURN 63..66; /evidence="ECO:0007829|PDB:4XSD"; TURN 91..93; /evidence="ECO:0007829|PDB:4XSD"; TURN 98..101; /evidence="ECO:0007829|PDB:4XSD"; TURN 107..110; /evidence="ECO:0007829|PDB:4XSD"; TURN 172..174; /evidence="ECO:0007829|PDB:4XSD"; TURN 207..209; /evidence="ECO:0007829|PDB:4XSD"	STRAND 33..36; /evidence="ECO:0007829|PDB:4XSD"; STRAND 42..46; /evidence="ECO:0007829|PDB:4XSD"; STRAND 49..54; /evidence="ECO:0007829|PDB:4XSD"; STRAND 56..58; /evidence="ECO:0007829|PDB:4XSE"; STRAND 144..146; /evidence="ECO:0007829|PDB:4XSC"; STRAND 166..168; /evidence="ECO:0007829|PDB:4XSD"; STRAND 178..180; /evidence="ECO:0007829|PDB:4XSD"; STRAND 183..192; /evidence="ECO:0007829|PDB:4XSD"; STRAND 195..206; /evidence="ECO:0007829|PDB:4XSD"; STRAND 232..246; /evidence="ECO:0007829|PDB:4XSD"; STRAND 266..269; /evidence="ECO:0007829|PDB:4XSD"; STRAND 284..287; /evidence="ECO:0007829|PDB:4XSD"			Thymidylate synthase family
NP_040137.1	A8I3G1	unreviewed	A8I3G1_HHV3	Envelope glycoprotein gC (Membrane glycoprotein C)	HHV3_E_SVETAgp16 HHV3gp16	Human herpesvirus 3 (HHV-3) (Varicella-zoster virus)	560	adhesion receptor-mediated virion attachment to host cell [GO:0098671]; suppression by virus of host complement activation [GO:0039573]; viral entry into host cell [GO:0046718]	integral component of membrane [GO:0016021]; viral envelope [GO:0019031]; virion membrane [GO:0055036]; adhesion receptor-mediated virion attachment to host cell [GO:0098671]; suppression by virus of host complement activation [GO:0039573]; viral entry into host cell [GO:0046718]	GO:0016021; GO:0019031; GO:0039573; GO:0046718; GO:0055036; GO:0098671		integral component of membrane [GO:0016021]; viral envelope [GO:0019031]; virion membrane [GO:0055036]	KW-1015; KW-0325; KW-0945; KW-1087; KW-0472; KW-0812; KW-1133; KW-1233; KW-1161; KW-0261; KW-0899; KW-0946; KW-1160	Disulfide bond;Glycoprotein;Host-virus interaction;Inhibition of host complement factors by virus;Membrane;Transmembrane;Transmembrane helix;Viral attachment to host adhesion receptor;Viral attachment to host cell;Viral envelope protein;Viral immunoevasion;Virion;Virus entry into host cell	HHV3_E_SVETAgp16 HHV3gp16		10335	UP000099741: Genome; UP000111269: Genome; UP000132595: Genome	Homo sapiens (Human) [TaxID: 9606]	Varicellovirus (genus), Alphaherpesvirinae (subfamily), Herpesviridae (family), Herpesvirales (order), Herviviricetes (class), Peploviricota (phylum), Heunggongvirae (kingdom), Duplodnaviria (no rank), Viruses (superkingdom)	10319 (genus), 10293 (subfamily), 10292 (family), 548681 (order), 2731363 (class), 2731361 (phylum), 2731360 (kingdom), 2731341 (no rank), 10239 (superkingdom)							Herpesviridae glycoprotein C family
NP_040138.1	Q6QCP0	unreviewed	Q6QCP0_HHV3	Envelope protein UL43 (Integral membrane protein) (Membrane protein) (ORF 15) (ORF15)	ORF15 ORF 15 HHV3_E_SVETAgp17 HHV3_gp17 HHV3gp17 HHV3M2gp17	Human herpesvirus 3 (HHV-3) (Varicella-zoster virus)	406		integral component of membrane [GO:0016021]; viral envelope [GO:0019031]; viral tegument [GO:0019033]	GO:0016021; GO:0019031; GO:0019033		integral component of membrane [GO:0016021]; viral envelope [GO:0019031]; viral tegument [GO:0019033]	KW-0472; KW-0812; KW-1133; KW-0261; KW-0946	Membrane;Transmembrane;Transmembrane helix;Viral envelope protein;Virion	HHV3_E_SVETAgp17 HHV3_gp17 HHV3gp17 HHV3M2gp17	ORF15	10335	UP000095950: Genome; UP000099478: Genome; UP000099741: Genome; UP000100257: Genome; UP000101337: Genome; UP000101424: Genome; UP000102159: Genome; UP000103704: Genome; UP000109814: Genome; UP000110837: Genome; UP000110955: Genome; UP000111269: Genome; UP000114541: Genome; UP000116910: Genome; UP000118042: Genome; UP000118112: Genome; UP000118125: Genome; UP000118182: Genome; UP000119103: Genome; UP000119588: Genome; UP000119961: Genome; UP000121535: Genome; UP000121874: Genome; UP000124104: Genome; UP000125218: Genome; UP000132092: Genome; UP000132595: Genome; UP000138227: Genome; UP000138315: Genome; UP000138339: Genome; UP000140732: Genome; UP000141430: Genome; UP000145398: Genome; UP000147087: Genome; UP000148103: Genome; UP000148368: Genome; UP000148581: Genome; UP000154414: Genome; UP000159019: Genome; UP000162445: Genome; UP000163083: Genome; UP000172922: Genome; UP000175290: Genome; UP000181070: Genome; UP000181213: Genome	Homo sapiens (Human) [TaxID: 9606]	Varicellovirus (genus), Alphaherpesvirinae (subfamily), Herpesviridae (family), Herpesvirales (order), Herviviricetes (class), Peploviricota (phylum), Heunggongvirae (kingdom), Duplodnaviria (no rank), Viruses (superkingdom)	10319 (genus), 10293 (subfamily), 10292 (family), 548681 (order), 2731363 (class), 2731361 (phylum), 2731360 (kingdom), 2731341 (no rank), 10239 (superkingdom)							Alphaherpesvirinae HHV-1 UL43 family
NP_040138.1	Q4JQW0	reviewed	MB43_VZVO	Membrane protein UL43 homolog (Membrane protein ORF15)	ORF15	Varicella-zoster virus (strain Oka vaccine) (HHV-3) (Human herpesvirus 3)	406		integral component of membrane [GO:0016021]; viral tegument [GO:0019033]	GO:0016021; GO:0019033		integral component of membrane [GO:0016021]; viral tegument [GO:0019033]	KW-0472; KW-0812; KW-1133	Membrane;Transmembrane;Transmembrane helix	ORF15		341980	UP000002603: Genome; UP000008504: Genome; UP000008505: Genome; UP000008506: Genome	Homo sapiens (Human) [TaxID: 9606]	Human herpesvirus 3 (species), Varicellovirus (genus), Alphaherpesvirinae (subfamily), Herpesviridae (family), Herpesvirales (order), Herviviricetes (class), Peploviricota (phylum), Heunggongvirae (kingdom), Duplodnaviria (no rank), Viruses (superkingdom)	10335 (species), 10319 (genus), 10293 (subfamily), 10292 (family), 548681 (order), 2731363 (class), 2731361 (phylum), 2731360 (kingdom), 2731341 (no rank), 10239 (superkingdom)							Alphaherpesvirinae HHV-1 UL43 family
NP_040139.1	Q6QCN9	unreviewed	Q6QCN9_HHV3	DNA polymerase processivity factor (Polymerase accessory protein)	ORF16 ORF 16 HHV3_E_SVETAgp18 HHV3_gp18 HHV3gp18 HHV3M2gp18	Human herpesvirus 3 (HHV-3) (Varicella-zoster virus)	408	DNA replication [GO:0006260]	host cell nucleus [GO:0042025]; DNA binding [GO:0003677]; DNA replication [GO:0006260]	GO:0003677; GO:0006260; GO:0042025	DNA binding [GO:0003677]	host cell nucleus [GO:0042025]			HHV3_E_SVETAgp18 HHV3_gp18 HHV3gp18 HHV3M2gp18	ORF16	10335	UP000095950: Genome; UP000099478: Genome; UP000100257: Genome; UP000101337: Genome; UP000102159: Genome; UP000103704: Genome; UP000109814: Genome; UP000110837: Genome; UP000110955: Genome; UP000111269: Genome; UP000114541: Genome; UP000116718: Genome; UP000116910: Genome; UP000118042: Genome; UP000118112: Genome; UP000118125: Genome; UP000118182: Genome; UP000119103: Genome; UP000119588: Genome; UP000119961: Genome; UP000124104: Genome; UP000132092: Genome; UP000132595: Genome; UP000138227: Genome; UP000140732: Genome; UP000141430: Genome; UP000145398: Genome; UP000147087: Genome; UP000148581: Genome; UP000157471: Genome; UP000159019: Genome; UP000162445: Genome; UP000172922: Genome; UP000175290: Genome; UP000181070: Genome; UP000181213: Genome	Homo sapiens (Human) [TaxID: 9606]	Varicellovirus (genus), Alphaherpesvirinae (subfamily), Herpesviridae (family), Herpesvirales (order), Herviviricetes (class), Peploviricota (phylum), Heunggongvirae (kingdom), Duplodnaviria (no rank), Viruses (superkingdom)	10319 (genus), 10293 (subfamily), 10292 (family), 548681 (order), 2731363 (class), 2731361 (phylum), 2731360 (kingdom), 2731341 (no rank), 10239 (superkingdom)							Herpesviridae DNA polymerase processivity factor family
